,Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills
692,2,3,0,3,1,4,2,3,1
693,0,4,1,3,4,2,4,2,0
694,1,0,1,0,3,3,4,4,0
695,0,0,0,1,1,0,0,2,3
696,0,2,0,4,1,3,4,1,1
697,0,2,0,3,0,4,1,4,1
698,0,1,0,2,4,4,0,0,4
699,0,1,0,4,1,3,0,0,3
700,2,1,0,1,2,4,4,1,2
701,2,3,1,2,3,1,1,3,3
702,2,0,1,0,2,0,0,1,3
703,2,0,1,4,2,2,2,4,4
704,0,2,0,1,4,2,1,2,2
705,0,1,1,1,2,2,1,0,2
706,2,0,1,4,4,2,0,2,4
707,1,1,0,1,4,0,0,3,4
708,1,4,1,2,4,4,4,4,4
709,1,3,0,4,4,4,3,1,3
710,0,3,0,2,1,4,1,4,0
711,0,0,0,4,2,0,4,3,4
712,0,1,0,4,2,3,0,4,0
713,0,2,1,4,2,1,0,4,1
714,2,1,1,3,2,1,4,2,1
715,0,1,0,1,0,3,0,4,3
716,0,3,0,4,3,4,1,4,2
717,1,0,1,4,4,0,0,4,4
718,0,1,1,4,0,1,0,0,0
719,0,2,1,2,3,3,0,4,3
720,0,2,1,4,2,2,3,3,0
721,1,4,0,1,4,4,4,3,0
722,1,1,0,2,1,3,3,1,1
723,2,3,0,1,2,1,1,2,1
724,2,3,1,2,3,2,0,2,2
725,1,0,0,1,1,3,2,1,3
726,2,2,1,2,2,4,2,0,1
727,2,3,1,4,4,2,3,3,1
728,0,4,0,2,1,2,0,3,0
729,2,2,0,2,4,0,1,1,3
730,1,3,0,0,2,4,2,4,0
731,1,4,0,3,1,1,4,4,0
732,0,0,1,1,2,3,1,3,3
733,0,0,0,0,3,1,4,0,3
734,2,1,0,4,0,1,0,1,3
735,1,3,1,3,3,3,2,3,4
736,1,0,0,2,3,1,0,0,0
737,1,3,0,3,0,3,3,1,2
738,0,3,0,4,0,0,0,0,1
739,0,1,0,4,1,2,4,2,1
740,1,0,1,2,0,1,0,2,3
741,2,3,0,1,3,1,2,3,2
742,0,4,1,3,1,1,3,2,2
743,0,3,0,0,0,1,0,0,4
744,2,4,0,3,1,2,3,3,4
745,1,3,0,2,3,3,1,2,1
746,0,0,1,0,4,2,0,4,4
747,1,2,1,2,0,0,3,0,2
748,2,4,1,2,4,4,1,1,1
749,0,0,1,0,2,3,4,0,2
750,0,4,0,0,3,2,4,0,4
751,1,3,1,2,1,0,4,3,1
752,2,3,0,2,2,1,3,4,3
753,0,0,0,3,1,1,1,3,1
754,0,4,0,0,3,2,3,2,2
755,2,1,1,2,2,1,1,1,3
756,1,0,1,2,3,1,2,2,3
757,2,0,0,2,3,3,1,0,2
758,2,1,1,2,2,0,1,4,0
759,0,0,1,2,1,1,2,4,0
760,0,1,0,3,2,2,3,1,0
761,1,1,0,4,1,4,4,0,3
762,1,0,0,3,4,3,2,0,2
763,2,4,0,2,1,4,3,3,2
764,2,1,0,0,2,3,3,3,1
765,2,4,0,4,2,4,0,3,3
766,0,4,0,4,1,0,3,1,0
767,2,0,1,1,1,1,2,0,2
768,0,3,0,1,4,4,1,3,0
769,1,4,1,4,2,0,2,3,4
770,2,4,0,0,1,1,3,4,1
771,2,0,1,0,0,0,4,0,0
772,2,1,0,0,1,2,1,2,4
773,0,4,0,4,0,3,1,0,4
774,2,3,0,0,3,1,0,1,1
775,2,0,1,2,4,0,0,1,0
776,0,4,1,1,1,4,3,4,3
777,2,0,0,1,4,0,0,2,0
778,2,2,1,2,1,3,2,0,4
779,0,4,1,4,3,2,2,1,0
780,1,1,1,2,4,4,3,2,4
781,2,0,1,3,2,0,1,4,3
782,2,0,1,2,2,1,3,1,3
783,0,4,0,2,3,0,0,4,4
784,1,0,1,1,4,3,3,0,1
785,2,4,0,1,0,4,2,1,4
786,0,0,0,3,3,1,2,0,3
787,2,2,1,2,4,0,0,2,1
788,0,4,1,0,0,0,0,1,0
789,1,0,0,2,1,4,0,0,1
790,1,1,1,3,1,4,3,1,4
791,1,0,0,4,2,0,2,1,2
792,1,4,0,1,2,2,0,0,4
793,1,0,1,1,1,0,4,3,0
794,1,4,0,1,1,0,3,2,2
795,0,4,1,1,4,2,2,3,4
796,2,2,0,0,2,4,2,0,4
797,2,3,1,0,2,1,3,0,4
798,1,3,0,0,2,2,0,2,1
799,2,1,1,0,3,3,1,1,0
800,2,4,0,1,3,0,3,1,2
801,2,2,1,0,4,0,3,0,2
802,2,2,0,2,1,3,0,3,4
803,0,1,0,1,3,4,2,0,3
804,0,2,1,3,0,3,3,3,1
805,0,2,0,3,2,1,2,2,0
806,0,2,1,4,1,1,1,4,4
807,2,3,0,4,4,4,4,4,2
808,1,2,0,2,1,2,1,0,1
809,0,2,1,4,0,3,0,2,0
810,2,3,1,0,2,3,4,0,3
811,2,0,0,1,0,3,4,4,4
812,0,1,0,1,4,1,1,0,2
813,2,4,0,0,1,0,1,4,3
814,2,4,0,1,4,1,1,0,0
815,1,4,0,3,2,2,1,1,3
816,1,4,0,1,4,1,3,4,2
817,1,4,0,0,4,3,4,1,3
818,0,2,1,0,3,3,1,2,4
819,0,2,0,1,0,2,3,4,1
820,2,2,1,4,4,2,1,3,4
821,0,4,0,4,4,4,1,0,4
822,1,4,1,1,3,0,1,3,3
823,1,0,0,4,4,4,1,2,1
824,2,4,0,3,1,2,0,4,2
825,2,0,1,1,4,4,0,0,3
826,1,2,1,0,2,4,3,3,4
827,0,2,1,1,2,0,1,0,1
828,0,3,1,2,2,2,1,4,1
829,0,3,1,1,0,1,4,2,1
830,0,0,0,2,2,2,2,1,3
831,0,3,0,0,1,4,1,3,3
832,0,0,1,1,4,0,4,3,3
833,1,2,0,1,1,4,0,4,1
834,2,0,1,3,4,4,0,4,1
835,0,0,0,3,2,0,0,3,2
836,2,1,0,3,4,3,0,4,0
837,0,0,1,2,0,4,2,2,2
838,0,1,1,1,4,2,0,4,1
839,1,1,0,0,3,0,3,3,4
840,0,2,0,2,2,1,2,0,2
841,0,0,1,3,1,4,2,1,2
842,2,4,0,0,1,4,3,4,0
843,0,2,0,2,3,4,4,2,1
844,0,2,0,2,4,1,0,2,4
845,2,3,0,4,1,0,4,0,1
846,1,4,1,2,2,2,2,1,2
847,2,3,1,2,1,0,4,1,3
848,1,3,1,3,3,2,1,0,4
849,1,0,1,3,4,2,2,4,2
850,2,2,0,1,2,0,0,3,4
851,2,3,1,1,3,0,1,0,1
852,0,0,1,4,0,2,0,2,1
853,0,1,1,0,0,0,2,2,0
854,2,2,1,1,3,1,1,0,1
855,1,3,1,4,1,1,0,0,1
856,0,3,1,3,0,0,1,0,2
857,1,4,0,2,2,1,4,4,0
858,0,1,0,2,4,0,4,4,3
859,1,0,0,4,1,0,1,4,2
860,2,2,1,4,1,1,0,0,4
861,0,3,1,1,1,4,3,4,0
862,1,0,1,3,4,4,0,2,0
863,1,4,1,4,3,1,2,0,1
864,2,2,0,1,3,3,3,2,4
865,1,0,0,2,2,4,4,3,4
866,2,1,1,2,2,3,1,1,2
867,1,1,1,2,4,2,0,4,0
868,2,0,0,1,1,0,1,3,3
869,1,3,0,1,0,4,0,0,2
870,2,1,0,3,0,2,2,0,2
871,0,4,1,0,2,2,0,3,1
872,2,2,0,4,2,3,1,1,4
873,2,4,1,3,3,3,4,1,4
874,1,2,0,3,2,0,3,0,1
875,2,3,0,2,0,0,0,3,2
876,2,2,0,0,1,2,4,3,1
877,2,1,1,4,3,1,1,3,4
878,0,1,0,2,0,1,4,4,0
879,1,4,0,4,1,4,0,3,4
880,1,1,0,1,3,1,3,0,4
881,0,1,0,4,3,2,2,2,2
882,0,4,0,4,2,0,4,0,0
883,1,3,1,0,1,0,3,3,0
884,2,4,1,1,1,3,1,3,0
885,1,1,1,3,3,1,3,2,3
886,2,4,0,0,0,2,1,1,2
887,0,1,0,1,3,0,0,4,3
888,0,1,0,1,0,0,3,0,1
889,2,2,1,1,4,4,2,0,3
890,1,1,0,1,0,3,1,1,0
891,1,4,1,2,3,2,3,1,2
892,1,2,1,4,2,4,3,3,4
893,0,3,1,3,3,2,1,4,4
894,1,2,0,0,1,4,4,3,1
895,0,4,1,1,0,4,4,0,3
896,1,0,1,4,0,2,4,0,0
897,0,3,0,2,0,1,1,3,4
898,2,2,1,2,2,0,3,1,4
899,1,4,1,1,4,1,0,2,1
900,2,2,0,0,0,2,2,1,1
901,0,1,0,1,2,3,2,4,2
902,1,0,1,3,1,3,1,3,3
903,1,4,1,4,4,3,2,0,3
904,0,2,0,2,1,0,0,0,1
905,2,2,0,4,2,3,3,1,0
906,2,4,1,1,1,2,1,2,2
907,1,0,1,3,4,1,1,0,2
908,0,1,0,0,1,2,4,4,2
909,0,0,0,4,2,0,3,4,4
910,2,0,1,4,0,3,0,2,0
911,0,3,0,2,4,3,1,2,0
912,1,0,1,4,1,3,1,2,1
913,0,2,0,1,1,2,0,4,1
914,0,2,0,4,2,4,4,2,4
915,1,4,1,2,4,3,0,4,2
916,1,2,1,0,4,1,4,1,1
917,2,4,1,4,0,3,4,1,1
918,2,0,1,2,4,1,2,0,3
919,0,3,1,3,0,4,2,3,1
920,0,4,1,1,1,3,3,1,2
921,2,3,0,2,2,4,0,0,2
922,1,1,1,3,1,0,0,2,1
923,2,0,1,0,0,3,1,0,2
924,1,0,1,0,2,0,2,3,0
925,1,1,0,4,0,2,3,1,0
926,1,0,0,4,0,4,4,2,2
927,1,4,0,4,0,3,0,4,1
928,2,2,1,1,1,2,0,3,2
929,2,1,1,4,1,4,0,3,4
930,0,4,1,0,4,1,3,2,4
931,1,4,1,2,1,3,1,3,2
932,2,1,1,1,0,0,2,2,0
933,1,2,0,3,1,4,1,0,4
934,0,2,1,3,3,0,0,1,1
935,1,4,0,4,1,4,1,2,3
936,2,0,1,0,3,2,1,2,3
937,1,4,1,0,0,1,1,3,3
938,1,0,0,4,1,0,3,2,4
939,0,1,0,1,1,2,0,1,3
940,2,1,0,0,0,1,3,0,0
941,1,2,1,2,4,2,2,4,4
942,0,3,0,3,2,2,2,3,0
943,0,0,1,2,0,3,1,4,3
944,0,3,0,3,4,3,1,0,2
945,1,0,0,2,0,4,1,1,4
946,1,4,0,4,3,4,1,2,4
947,1,0,0,3,2,0,4,2,1
948,0,4,0,0,0,3,3,3,0
949,2,2,0,3,0,2,2,2,4
950,1,1,1,3,2,1,2,1,0
951,1,4,1,0,0,0,0,3,1
952,1,0,1,4,2,1,2,1,1
953,2,0,1,2,4,3,0,4,1
954,2,3,1,0,4,0,4,4,4
955,0,4,0,0,0,1,2,2,4
956,2,0,0,0,3,2,1,3,0
957,1,4,1,0,1,4,2,2,0
958,1,2,1,3,2,4,3,0,2
959,1,1,1,2,3,0,2,1,1
960,0,2,1,3,0,4,2,2,1
961,0,4,1,1,0,2,0,1,1
962,2,4,0,0,4,4,2,4,2
963,2,0,1,1,4,1,1,3,3
964,0,0,1,2,1,0,2,2,1
965,0,3,1,1,3,0,3,3,2
966,0,4,0,0,2,2,0,0,1
967,0,4,0,0,4,2,1,1,0
968,0,1,1,1,0,1,4,4,1
969,2,3,0,1,3,4,3,1,4
970,0,0,1,0,4,0,1,4,4
971,1,0,1,2,2,4,2,1,3
972,0,3,1,0,3,3,2,2,4
973,0,4,1,2,2,4,3,1,1
974,2,4,0,1,3,4,4,2,3
975,1,0,1,0,1,0,1,4,2
976,1,1,0,1,4,1,2,2,2
977,2,1,1,2,3,0,4,1,3
978,1,1,1,2,0,2,4,1,2
979,1,3,1,2,3,0,1,3,3
980,0,0,1,1,1,1,0,4,2
981,1,0,0,1,0,4,1,4,2
982,0,3,0,2,3,1,3,3,0
983,0,0,0,4,1,3,2,1,0
984,2,2,0,0,4,3,0,2,1
985,0,3,0,1,4,2,2,3,4
986,2,0,1,3,2,4,1,2,3
987,1,0,1,4,3,0,0,3,4
988,2,4,0,4,2,1,0,2,2
989,0,1,1,0,3,3,4,2,0
990,2,1,0,4,1,1,0,4,2
991,2,0,0,3,2,1,1,3,0
992,1,4,1,3,4,3,3,4,1
993,1,3,0,1,0,0,1,0,0
994,2,1,0,4,4,1,0,4,3
995,1,3,1,0,2,2,1,2,2
996,0,0,1,4,0,3,4,3,4
997,0,3,1,2,2,4,4,3,3
998,0,4,0,0,3,2,1,1,3
999,2,2,1,4,4,3,2,2,2
1000,0,4,1,0,3,1,2,2,3
1001,2,4,1,4,3,3,4,3,4
1002,2,1,0,2,4,0,2,4,2
1003,2,4,0,1,0,0,0,1,2
1004,1,0,1,4,4,2,0,4,3
1005,0,4,0,4,4,3,1,4,4
1006,1,2,0,0,4,4,3,4,0
1007,2,2,0,3,1,4,4,2,0
1008,1,0,1,4,1,4,3,1,4
1009,2,4,0,0,0,4,3,0,4
1010,0,3,1,2,0,0,0,2,0
1011,2,0,0,1,0,3,4,4,0
1012,1,2,1,1,0,2,0,1,2
1013,1,0,1,3,4,4,3,1,0
1014,2,4,0,0,0,0,3,0,0
1015,0,3,1,2,1,3,3,0,1
1016,1,1,1,0,2,3,3,4,4
1017,0,4,0,3,1,1,3,4,4
1018,2,1,1,3,1,1,0,4,4
1019,0,2,1,3,1,1,4,4,0
1020,0,2,1,1,3,1,3,0,3
1021,2,1,1,2,2,3,0,1,2
1022,0,2,0,1,0,3,3,4,1
1023,2,3,0,1,3,2,4,4,4
1024,0,0,0,2,4,0,4,2,3
1025,1,2,1,4,3,3,2,0,0
1026,1,4,1,3,1,3,3,4,4
1027,1,2,0,4,3,2,0,3,2
1028,1,4,0,0,0,2,4,1,0
1029,0,2,0,4,1,0,1,3,0
1030,2,4,0,4,2,1,4,3,1
1031,0,3,1,2,1,0,4,1,4
1032,2,4,1,0,0,3,1,1,3
1033,2,0,1,1,4,3,4,0,1
1034,0,4,1,0,4,0,0,3,4
1035,0,0,1,3,1,0,3,3,0
1036,2,3,1,3,1,3,1,2,2
1037,0,2,0,4,3,0,2,4,0
1038,2,2,0,1,0,1,3,1,1
1039,1,3,1,0,0,0,2,2,0
1040,2,0,1,3,0,1,4,3,0
1041,0,3,1,3,4,0,2,2,3
1042,0,1,1,2,3,3,4,4,3
1043,0,3,1,2,4,1,3,1,2
1044,1,2,0,4,0,4,2,0,3
1045,2,0,0,4,4,4,0,2,0
1046,1,1,0,1,0,3,3,0,3
1047,1,3,1,0,0,2,0,1,3
1048,2,4,1,3,4,3,0,0,2
1049,1,1,0,4,3,0,3,1,3
1050,0,2,1,2,0,4,4,3,2
1051,0,4,1,2,2,3,0,0,0
1052,2,2,1,0,4,4,0,2,2
1053,2,0,1,3,4,4,2,0,4
1054,0,3,0,1,2,0,1,3,0
1055,0,2,1,4,3,3,0,3,3
1056,0,1,1,3,2,4,1,1,2
1057,1,3,1,4,4,0,2,3,1
1058,0,2,0,1,4,3,1,0,3
1059,1,3,1,1,4,4,0,3,3
1060,2,0,1,0,4,0,1,0,4
1061,0,4,0,3,1,2,2,0,4
1062,1,3,0,1,1,1,2,2,2
1063,2,4,0,4,2,3,0,0,1
1064,2,1,1,4,2,0,2,1,1
1065,1,0,0,1,2,3,2,4,1
1066,1,0,0,0,0,1,0,0,0
1067,0,0,1,1,2,4,2,2,4
1068,2,4,0,2,0,1,3,2,3
1069,1,3,1,0,0,3,4,0,3
1070,2,3,0,3,4,1,0,3,2
1071,0,2,1,0,2,1,1,2,0
1072,0,2,0,1,4,0,1,2,3
1073,2,3,1,2,1,0,1,1,3
1074,0,3,1,0,1,1,2,1,1
1075,0,4,0,0,1,0,0,3,3
1076,0,2,0,0,2,4,1,2,2
1077,1,1,1,4,4,0,3,4,2
1078,0,2,0,1,2,3,0,4,0
1079,1,4,1,4,3,2,2,1,2
1080,0,2,0,2,3,1,4,3,3
1081,0,2,1,3,4,2,1,4,3
1082,2,2,0,1,1,3,0,3,0
1083,2,2,1,3,4,4,3,3,0
1084,0,1,0,1,1,0,2,1,2
1085,2,3,1,0,1,4,3,3,1
1086,2,3,0,4,4,1,2,0,0
1087,0,3,1,4,1,2,2,0,1
1088,1,1,0,0,4,2,1,2,2
1089,0,0,0,1,0,1,4,3,1
1090,2,4,1,0,1,2,0,4,2
1091,0,0,1,1,0,4,3,0,3
1092,1,3,1,0,2,2,4,3,2
1093,0,1,0,3,1,2,4,2,4
1094,2,2,1,3,1,0,1,1,0
1095,1,0,0,3,1,2,1,3,1
1096,0,0,1,3,0,3,3,1,2
1097,1,4,1,0,2,4,1,3,2
1098,1,2,0,1,4,2,4,2,2
1099,0,0,0,4,3,4,2,1,1
1100,0,3,1,4,4,0,0,1,4
1101,2,1,0,4,4,2,0,0,0
1102,1,1,0,0,3,2,0,3,2
1103,2,4,0,0,4,2,1,3,4
1104,2,0,0,1,0,0,2,1,3
1105,0,1,0,0,3,2,0,1,2
1106,0,0,0,0,0,1,4,3,1
1107,2,4,1,2,0,2,2,1,3
1108,2,4,0,3,2,1,0,0,1
1109,1,2,0,1,3,4,3,1,3
1110,1,2,0,2,1,3,2,0,2
1111,2,4,1,3,4,4,1,1,1
1112,0,2,1,4,2,4,0,3,4
1113,1,0,0,1,4,3,4,0,3
1114,0,2,0,2,4,3,4,1,4
1115,0,3,1,4,2,1,0,0,2
1116,1,1,1,0,4,3,0,2,0
1117,0,1,0,4,0,2,3,2,0
1118,1,2,1,4,4,4,2,4,4
1119,2,4,1,1,4,2,4,0,2
1120,1,0,0,1,2,3,0,1,3
1121,1,4,0,0,0,0,0,0,0
1122,1,2,1,4,2,1,3,4,3
1123,2,1,1,4,4,4,4,0,1
1124,2,2,0,2,4,2,4,4,1
1125,2,2,1,0,3,3,0,2,0
1126,2,1,0,2,1,1,4,3,0
1127,1,2,0,3,3,1,4,1,4
1128,0,2,1,0,4,0,4,3,1
1129,1,2,0,4,3,2,1,2,0
1130,2,1,0,3,1,1,4,1,0
1131,1,1,1,1,0,4,4,3,4
1132,0,3,0,2,2,4,0,0,4
1133,2,2,1,0,3,1,0,1,0
1134,1,4,1,4,0,4,2,4,2
1135,0,2,1,2,4,3,1,4,0
1136,0,4,0,4,4,3,1,4,4
1137,2,2,1,0,3,1,0,4,2
1138,1,4,0,1,0,4,3,2,0
1139,1,0,1,1,1,0,2,3,3
1140,1,0,1,1,2,1,0,3,1
1141,1,1,1,1,3,1,4,1,2
1142,1,0,0,1,3,2,1,2,1
1143,2,0,0,0,3,0,0,1,0
1144,0,2,0,0,2,3,1,1,4
1145,0,2,0,0,2,0,4,2,3
1146,1,4,1,2,4,4,4,0,3
1147,2,4,1,0,3,2,0,4,0
1148,1,2,0,2,1,4,2,0,0
1149,2,1,0,3,3,1,3,2,0
1150,0,4,1,0,2,1,0,1,1
1151,1,0,1,3,4,0,4,0,3
1152,0,2,1,1,0,0,0,1,1
1153,2,2,0,3,3,2,3,2,2
1154,1,1,1,1,0,4,3,0,2
1155,2,2,0,4,0,0,0,3,1
1156,0,4,1,3,4,0,1,1,4
1157,1,0,0,0,3,1,4,0,2
1158,0,1,1,2,0,1,0,3,1
1159,1,0,0,1,3,1,0,2,2
1160,0,1,1,2,3,2,1,3,4
1161,2,4,1,3,4,0,2,1,0
1162,0,3,1,3,0,0,2,2,4
1163,1,4,1,1,4,4,3,4,0
1164,2,3,1,0,0,1,3,1,0
1165,0,4,0,1,2,1,4,1,3
1166,0,1,1,3,3,2,1,0,3
1167,1,3,0,2,0,4,4,1,2
1168,2,0,0,4,4,4,2,4,0
1169,2,0,1,4,3,0,4,4,3
1170,0,0,0,1,3,3,3,1,2
1171,0,3,0,3,2,4,1,3,0
1172,2,2,0,0,1,3,3,0,1
1173,2,1,1,2,1,0,1,3,1
1174,2,2,0,1,1,0,1,3,0
1175,1,1,0,4,4,0,2,4,1
1176,0,0,1,3,1,2,0,3,0
1177,0,0,1,4,2,3,1,4,4
1178,0,2,1,1,3,0,0,2,2
1179,0,0,1,2,3,4,2,3,1
1180,2,1,0,2,2,4,1,4,3
1181,2,4,1,1,4,0,0,0,0
1182,2,3,0,2,2,3,1,3,0
1183,2,1,0,2,2,1,0,1,1
1184,1,2,1,4,0,0,2,1,1
1185,0,2,0,3,1,1,0,0,0
1186,1,1,0,4,1,3,2,1,2
1187,1,2,1,1,2,2,2,2,1
1188,1,2,1,3,4,3,1,2,2
1189,0,2,0,0,3,2,0,3,3
1190,1,0,0,3,2,3,3,2,0
1191,2,3,0,0,3,4,1,4,0
1192,0,1,1,0,3,2,0,1,2
1193,2,3,0,4,0,1,2,1,3
1194,1,4,1,1,2,0,2,4,4
1195,0,4,1,1,0,0,4,3,0
1196,0,3,0,0,3,4,1,0,2
1197,0,3,0,4,3,1,3,3,2
1198,2,0,1,4,3,2,2,1,2
1199,1,0,0,3,0,2,4,4,0
1200,0,1,0,1,1,4,3,2,0
1201,1,2,1,4,0,2,0,1,4
1202,2,4,0,3,0,3,3,4,0
1203,2,1,0,1,1,3,3,4,4
1204,2,0,0,0,0,0,2,2,3
1205,0,3,1,1,1,4,3,1,1
1206,0,3,0,3,4,1,4,3,3
1207,2,2,1,4,2,4,4,2,3
1208,0,0,1,0,3,3,4,1,0
1209,0,1,0,3,0,2,1,2,3
1210,1,2,0,2,0,3,0,1,2
1211,1,1,1,0,1,4,1,2,1
1212,1,4,0,2,0,3,3,2,3
1213,1,4,0,4,4,1,2,3,1
1214,1,1,1,4,0,3,4,1,2
1215,1,3,0,2,2,1,0,4,4
1216,0,4,1,4,3,0,0,4,1
1217,0,0,0,1,2,0,0,0,2
1218,0,0,0,1,4,0,0,2,0
1219,0,3,0,1,1,3,1,0,0
1220,0,1,0,0,3,1,3,3,0
1221,2,1,1,0,3,1,3,3,4
1222,1,1,1,2,1,1,0,2,3
1223,0,3,1,3,2,3,1,1,0
1224,2,0,1,2,2,1,0,3,1
1225,0,3,0,0,1,3,1,4,3
1226,1,4,1,3,1,3,4,2,4
1227,2,0,1,0,3,1,1,3,2
1228,0,3,1,3,3,3,2,0,0
1229,2,1,0,2,0,2,3,2,4
1230,1,0,1,4,2,3,2,1,1
1231,1,0,1,2,2,2,2,2,4
1232,1,0,1,1,4,2,1,2,3
1233,0,4,0,0,1,3,1,1,2
1234,0,4,0,4,3,4,4,3,4
1235,2,4,1,3,1,4,3,4,4
1236,1,2,0,0,3,4,2,1,0
1237,2,4,1,2,4,0,2,2,4
1238,2,3,1,2,1,3,2,0,2
1239,1,2,0,1,2,0,2,0,2
1240,0,4,1,0,1,2,0,2,0
1241,2,0,1,3,4,4,4,3,3
1242,1,2,0,4,3,1,3,3,0
1243,1,1,1,1,3,3,2,4,0
1244,0,4,1,1,2,3,1,2,4
1245,1,1,1,3,0,3,2,2,1
1246,2,4,0,2,0,4,1,4,1
1247,1,0,1,0,3,0,0,4,3
1248,2,0,0,1,0,0,1,4,2
1249,0,0,0,0,3,3,1,4,1
1250,1,1,0,1,1,4,1,2,4
1251,0,4,1,1,4,0,4,1,4
1252,2,0,0,3,0,4,3,4,2
1253,2,3,1,1,2,0,3,0,3
1254,0,3,1,2,2,3,1,1,3
1255,2,4,0,1,4,3,2,4,4
1256,2,2,0,4,2,3,1,1,1
1257,2,2,0,2,4,1,3,0,3
1258,1,2,1,1,3,2,4,0,4
1259,0,4,0,0,1,1,3,2,0
1260,1,3,1,3,3,2,0,4,2
1261,1,0,0,1,3,1,3,1,3
1262,2,1,1,2,1,1,0,2,4
1263,0,2,0,1,1,2,4,1,2
1264,1,0,1,1,0,3,1,1,1
1265,1,3,1,4,1,3,1,3,2
1266,1,2,0,2,2,2,1,3,2
1267,1,3,1,2,0,4,4,0,0
1268,2,1,1,2,0,4,1,0,3
1269,0,0,0,1,0,3,3,1,0
1270,2,4,0,4,1,0,3,2,3
1271,2,0,1,1,3,3,2,0,2
1272,1,3,1,2,3,3,4,0,0
1273,1,1,0,3,2,4,0,3,3
1274,2,4,1,1,2,2,2,3,3
1275,2,4,0,0,1,1,0,4,0
1276,2,1,1,3,0,0,1,2,3
1277,1,0,1,3,4,3,2,3,4
1278,2,4,1,0,1,2,2,4,3
1279,2,4,0,1,2,1,0,3,1
1280,0,0,1,1,3,4,3,3,1
1281,1,3,0,2,0,2,2,4,2
1282,1,4,1,3,3,2,3,2,3
1283,2,1,1,3,0,2,1,0,4
1284,0,2,1,1,4,1,1,1,0
1285,2,1,1,4,2,3,0,4,2
1286,2,2,1,0,1,1,1,0,4
1287,1,3,1,4,0,4,0,0,4
1288,1,2,0,0,1,1,0,2,2
1289,0,3,0,2,2,3,1,3,0
1290,2,0,1,4,4,4,4,2,0
1291,1,0,1,1,3,0,4,4,0
1292,2,2,0,3,2,2,4,1,1
1293,2,3,0,1,2,0,3,4,1
1294,1,3,0,1,4,1,1,4,3
1295,2,3,1,0,2,1,1,2,0
1296,0,0,0,3,1,4,4,3,4
1297,2,3,1,2,1,0,4,3,1
1298,1,4,0,3,4,3,2,2,1
1299,0,3,0,4,2,2,2,2,3
1300,0,4,0,3,3,1,3,1,4
1301,2,3,0,0,3,3,2,4,3
1302,0,1,0,2,0,4,3,2,1
1303,2,0,0,4,0,3,3,4,1
1304,0,3,0,0,1,0,0,2,4
1305,1,2,0,2,0,2,4,3,1
1306,2,0,0,1,1,4,0,4,1
1307,2,2,0,1,3,2,3,3,1
1308,0,0,1,3,4,4,3,0,3
1309,0,3,1,3,2,1,4,3,4
1310,2,2,1,1,1,4,0,2,3
1311,0,1,1,2,3,3,0,4,0
1312,1,0,0,0,1,2,3,1,1
1313,1,0,0,2,3,2,0,4,4
1314,0,3,1,0,0,1,3,3,1
1315,2,1,0,3,1,3,4,3,4
1316,1,2,1,3,0,4,1,2,2
1317,2,3,1,4,2,1,4,2,0
1318,2,1,0,4,4,3,1,3,1
1319,1,0,0,0,2,0,4,2,4
1320,1,4,0,1,3,4,1,2,4
1321,0,1,1,3,1,4,0,4,4
1322,2,3,0,1,0,1,4,0,1
1323,2,1,1,1,3,1,1,0,3
1324,2,2,0,0,1,4,0,4,0
1325,0,4,1,1,3,4,4,4,0
1326,1,4,1,3,3,0,2,1,1
1327,1,3,1,0,4,3,2,3,1
1328,0,2,0,4,4,3,0,4,1
1329,2,4,1,0,4,2,4,1,3
1330,0,1,0,1,2,0,3,2,1
1331,0,3,1,4,0,3,2,1,1
1332,0,4,1,4,0,3,3,3,2
1333,0,2,0,4,0,2,3,0,3
1334,2,2,0,1,1,0,2,4,0
1335,2,0,1,3,0,4,0,1,3
1336,2,0,0,1,4,4,1,0,2
1337,2,2,1,2,4,3,0,4,0
1338,0,4,0,4,3,1,2,4,3
1339,2,1,1,1,2,4,4,2,3
1340,2,0,1,0,3,2,0,1,3
1341,1,1,0,0,2,0,3,2,2
1342,1,3,0,0,1,3,1,0,0
1343,2,3,0,1,3,4,4,4,2
1344,0,2,1,0,0,2,2,3,1
1345,0,4,1,4,2,1,0,1,2
1346,0,3,1,4,2,0,4,1,0
1347,2,0,1,0,4,0,4,2,1
1348,1,4,1,4,2,1,4,1,2
1349,1,2,1,3,0,4,2,2,3
1350,0,1,1,4,3,3,0,3,1
1351,2,2,0,4,1,0,4,2,0
1352,0,1,0,1,3,4,0,3,1
1353,0,2,1,2,0,1,3,0,4
1354,1,4,1,2,1,1,1,0,2
1355,1,0,1,0,2,2,0,1,4
1356,1,2,1,2,4,1,3,2,1
1357,2,0,1,2,2,4,4,2,4
1358,0,3,0,4,2,3,2,3,1
1359,1,2,1,4,4,3,4,4,0
1360,1,1,0,2,3,0,4,4,1
1361,1,2,1,2,2,0,3,2,2
1362,0,2,1,1,2,1,4,1,3
1363,0,2,1,4,2,0,2,0,1
1364,0,2,1,1,4,2,0,0,4
1365,2,1,0,4,4,1,0,0,1
1366,0,2,0,0,0,0,3,3,1
1367,2,2,1,0,2,1,1,4,2
1368,2,1,0,0,0,0,4,0,2
