Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Biology,Fluid Mechanics Engineer,3.0865645587822517,4,0,3,0,6,0,1,1,2,3,4,1,3,1
Physics,Advertising Manager,4.611991759018725,0,0,3,0,0,1,4,3,4,0,2,3,2,1
Medicine,Surgeon,3.608781067481261,1,0,3,0,7,0,4,3,0,1,4,0,4,0
Law,Illustrator,3.702283812456078,5,0,1,0,5,1,2,4,2,3,4,3,0,0
Biology,Actuary,4.142804960514647,8,2,2,1,3,1,0,0,3,2,1,4,1,1
Engineering,Forensic Psychologist,3.1789548549240907,4,0,0,0,1,1,3,0,1,3,1,3,1,1
Biology,Graphic Designer,4.526727421449568,6,1,2,0,3,0,3,4,0,2,1,3,2,0
Computer Science,Financial Analyst,2.833409539522841,2,1,1,1,6,1,4,2,1,2,0,4,0,1
Engineering,Zoologist,3.4583298304295242,4,1,2,1,2,1,4,2,1,1,1,1,0,1
Chemistry,Forensic Psychologist,4.57974215882226,4,2,4,1,6,1,1,0,3,3,4,3,3,1
Music,Advertising Manager,2.6302305452919708,6,1,0,1,8,1,0,2,2,3,0,0,0,1
Biology,Principal,3.9062275198716363,8,0,0,0,2,1,2,3,2,1,3,4,1,1
Chemistry,Electrical Engineer,4.45509659655362,8,0,2,0,2,0,0,3,2,1,2,4,0,1
Finance,Human Resources Specialist,4.167067827464544,7,0,3,1,1,0,1,3,0,3,0,4,4,0
Computer Science,Physician Assistant,3.7072808898036183,4,0,1,0,8,1,1,2,1,3,4,1,4,0
Medicine,Marketing Specialist,4.242331841841257,1,0,1,0,3,1,2,2,1,2,0,0,4,0
Finance,Architectural Technologist,2.872303785803789,1,1,3,1,9,0,4,4,1,1,4,0,0,1
Computer Science,Chemist,2.875489021490888,5,0,3,1,3,1,4,2,4,0,0,1,2,1
Chemistry,Biologist,3.628861613443145,4,2,4,0,7,1,1,2,3,3,3,1,4,0
Law,Surgeon,3.8364762695296886,5,1,1,1,5,1,3,3,3,3,2,2,2,0
Psychology,Brand Manager,4.784256073444613,7,2,0,1,6,0,0,0,0,0,0,2,1,1
Architecture,Legal Consultant,3.473202689679896,5,2,3,1,2,0,4,4,3,4,1,2,3,0
Physics,Animator,3.552043577299158,4,0,0,0,4,1,1,0,0,3,4,1,3,0
Marketing,Artist,3.1945883188332846,4,2,1,1,0,1,0,2,0,0,0,0,4,0
Biology,Teacher,3.3974155080032076,2,0,1,1,6,1,1,0,3,4,0,4,4,1
Music,Lawyer,4.189948884236825,9,1,3,0,8,0,3,4,4,4,1,2,4,0
Psychology,Civil Engineer,3.430427496410908,7,1,0,0,0,0,2,2,1,4,2,2,1,1
Biology,Construction Manager,4.028674977067648,0,1,0,1,4,1,2,1,4,0,1,1,4,1
Computer Science,Architect,4.1217569716624,1,0,4,0,8,0,2,1,0,1,1,1,2,1
Business,Sound Engineer,2.7918241641346695,8,2,2,1,0,1,4,2,3,4,4,3,2,0
Biology,Industrial-Organizational Psychologist,4.2361452035970295,2,1,1,0,6,1,3,2,3,3,4,3,1,1
Law,Artist,3.163312865874347,8,2,3,0,4,0,3,1,2,4,4,0,1,0
Architecture,Biochemist,2.984792558853759,6,2,1,0,8,1,1,3,4,0,4,2,0,0
Art,Quantum Physicist,4.965997373748745,7,1,2,0,0,1,3,0,3,1,0,2,3,0
Biology,Financial Analyst,3.2343602998872445,4,2,1,1,1,0,3,4,3,0,4,2,0,0
Finance,Aerospace Engineer,3.0526079662204646,7,2,1,0,8,1,2,3,0,3,0,4,0,0
Finance,Analytical Chemist,2.6513727520738204,0,1,4,1,8,0,4,2,4,1,2,2,3,1
Law,Special Education Teacher,3.5616587379612907,9,2,2,1,8,1,4,0,0,0,4,2,2,1
Architecture,Financial Analyst,3.1570178353582445,3,0,2,1,1,1,4,2,3,2,2,3,0,1
Medicine,Chemical Engineer,3.5429377125706645,1,2,2,1,6,0,2,1,3,3,4,3,3,1
Marketing,Architectural Technologist,4.488364759861513,2,0,1,0,3,1,0,2,0,2,3,2,4,0
Chemistry,Surgeon,3.3325605850966813,0,1,1,1,4,0,1,3,4,3,3,4,0,0
Marketing,Art Therapist,4.081783645909969,7,2,3,1,6,0,0,1,1,2,4,4,2,0
Education,Music Teacher,3.6571810874409687,4,2,2,0,8,0,4,1,3,1,2,4,4,1
Medicine,Counselor,2.9701337600899334,2,0,1,1,2,0,2,2,1,0,0,2,0,1
Art,Music Therapist,3.7857450900935805,2,1,4,0,7,0,4,4,1,4,0,0,2,0
Art,Astronomer,3.8350834002502503,2,0,3,0,9,0,2,2,4,0,3,4,1,1
Finance,School Psychologist,3.7769390103894613,9,2,3,1,7,1,0,4,4,1,0,3,3,0
Marketing,Dentist,4.455013829125546,2,0,0,0,7,0,4,4,3,3,2,0,1,0
Education,Cybersecurity Analyst,4.895015349024119,9,1,1,1,1,1,0,0,2,2,1,1,2,1
Biology,Civil Engineer,2.7895921855687114,2,1,1,1,8,1,3,0,2,2,2,1,0,0
Computer Science,Judge,4.9244302351510925,7,1,0,1,1,1,4,3,2,3,4,0,4,0
Engineering,Acoustics Specialist,4.850058869606623,5,0,1,0,1,0,3,4,3,2,4,1,1,1
Finance,Music Teacher,4.19395392950903,6,1,4,1,3,0,1,0,1,1,4,3,3,1
Psychology,Market Research Analyst,3.4179952255901993,2,2,1,0,6,0,2,4,3,4,3,4,3,0
Medicine,Credit Analyst,4.556321619347527,4,1,2,0,4,1,1,3,3,4,1,4,1,1
Finance,Social Media Manager,4.6155039189897,3,2,3,0,0,0,4,2,1,2,3,1,0,0
Art,Aerospace Engineer,4.3399875162742365,9,2,0,1,8,0,3,3,2,4,0,2,2,1
Computer Science,Clinical Psychologist,2.9756595823162195,3,2,1,0,6,1,4,0,0,0,1,3,1,0
Music,Art Director,4.620174962429094,5,1,4,0,5,0,4,2,2,4,0,4,0,0
Education,Graphic Designer,3.3216876558717177,2,2,2,0,1,1,1,3,1,1,1,3,4,1
Computer Science,Construction Manager,4.099808066213616,2,2,3,1,6,0,2,4,4,3,4,2,1,1
Architecture,Game Developer,2.9065140660169515,1,1,1,1,7,1,0,4,4,0,2,1,2,0
Business,Music Teacher,2.8071475694364025,7,0,3,1,7,0,1,3,1,1,2,0,1,0
Engineering,Clinical Psychologist,3.94020707912061,6,0,4,0,6,1,3,3,1,0,1,3,2,1
Law,Nuclear Physicist,3.4173088153767788,0,1,2,1,0,1,0,2,2,3,0,4,4,1
Architecture,Judge,3.2642480881225384,8,0,3,0,1,0,1,2,4,2,4,3,4,1
Biology,Judge,4.73130610120689,3,1,2,1,9,0,1,1,4,3,3,3,1,1
Business,Education Administrator,3.47806375943829,1,0,1,0,8,0,4,2,0,0,2,4,3,0
Computer Science,Legal Secretary,4.393055231437546,9,1,1,0,3,0,1,3,2,1,1,0,4,1
Psychology,Fluid Mechanics Engineer,3.379806291204417,5,1,0,0,4,1,3,1,4,1,0,0,1,1
Physics,Marketing Manager,4.706698356227317,1,0,0,1,5,1,3,4,3,0,4,0,1,0
Biology,Landscape Architect,3.0346524807043798,7,2,1,0,7,1,0,0,1,3,1,3,4,1
Medicine,Game Developer,3.0352022386893798,4,0,1,1,9,0,4,0,4,0,4,4,2,1
Marketing,School Psychologist,3.8891226876593805,9,0,2,1,3,1,1,3,3,1,2,4,0,1
Architecture,Counselor,3.540502869453479,1,0,0,0,3,0,1,3,4,2,2,1,4,0
Psychology,Music Therapist,4.4055254090013145,5,0,2,0,3,0,4,1,3,2,3,3,1,0
Education,Human Resources Specialist,3.8866809115217658,9,1,3,1,4,1,3,0,1,2,4,1,3,0
Architecture,Financial Controller,3.684050513285868,1,0,3,1,5,0,0,0,2,3,4,1,1,1
Computer Science,Chemist,3.5174559868109245,9,1,1,1,0,0,2,3,2,2,1,3,3,1
Physics,Cybersecurity Analyst,4.323727224104063,1,1,4,0,8,1,4,0,3,1,4,0,4,0
Music,Animator,4.619109644588507,7,0,4,0,2,0,3,0,1,2,0,0,0,1
Medicine,Astronomer,4.34869899064042,1,2,2,1,5,1,0,1,4,3,3,3,2,1
Medicine,Organic Chemist,2.578588311773689,5,1,1,1,2,0,2,4,1,4,0,3,2,0
Medicine,Counselor,2.631846218330509,4,1,0,0,3,1,1,2,1,2,3,4,3,1
Physics,Investment Banker,2.7532678806778224,3,1,0,0,7,0,3,4,3,0,1,2,2,0
Business,Psychologist,3.2457756329967222,9,1,1,0,7,0,1,0,3,0,1,3,3,1
Art,Forensic Psychologist,3.829528629023195,0,1,4,1,5,0,4,3,3,3,4,3,2,1
Education,Architectural Technologist,3.9099143309760995,7,2,1,0,8,1,3,4,4,3,4,2,2,1
Architecture,Lawyer,3.421203794701465,3,1,1,1,4,1,3,4,2,1,3,1,1,1
Law,Chemical Engineer,3.254108560957391,1,1,1,1,3,0,1,0,1,0,1,3,1,1
Art,Civil Engineer,3.2894735242259845,2,1,0,0,8,1,3,4,1,1,1,0,3,0
Chemistry,Marketing Specialist,3.5007511696253855,6,1,4,0,3,1,2,2,4,3,2,1,3,0
Psychology,Biomedical Engineer,3.6896469840770765,5,0,2,0,0,0,0,3,2,1,3,2,4,1
Music,Special Education Teacher,3.798188916403257,1,1,2,0,8,0,3,3,3,2,1,2,4,1
Psychology,Artist,2.7714057760697175,0,2,4,1,8,0,4,4,2,1,4,3,4,0
Computer Science,Chemical Engineer,4.720061843327651,2,1,2,0,6,0,2,0,1,2,2,0,0,1
Engineering,Advertising Manager,3.2928586739546173,0,0,3,1,9,1,3,2,4,3,0,2,3,0
Marketing,Geneticist,4.288873473332503,3,1,2,0,7,1,4,3,3,4,2,4,4,1
Art,Judge,3.741087110594634,0,0,0,1,8,0,0,0,1,2,4,3,4,0
Music,Web Developer,4.297556312630254,6,0,4,1,4,0,0,4,4,2,1,0,4,0
Finance,Nuclear Physicist,3.9135035784923304,7,2,2,0,5,1,4,0,4,0,4,2,2,1
Marketing,Data Scientist,4.791975564343153,2,1,4,0,2,1,3,1,2,3,1,4,0,1
Art,Biomedical Engineer,3.930942583396668,9,0,1,1,5,0,2,0,3,4,1,1,2,0
Computer Science,Construction Manager,2.9594772773925255,1,0,4,0,6,1,2,4,1,1,0,3,3,0
Psychology,Composer,4.235758629958084,1,2,1,0,4,1,4,0,4,4,1,1,4,1
Engineering,Quantum Physicist,4.452144809952501,4,1,1,1,7,1,2,1,1,2,4,1,1,0
Medicine,Entrepreneur,4.924415870603408,8,0,4,0,3,1,4,2,0,0,1,3,3,1
Biology,Ecologist,4.651518607148364,8,1,2,1,4,1,1,2,4,3,3,0,2,1
Art,Human Resources Specialist,4.755266736632047,4,0,0,1,9,1,4,2,1,0,4,2,2,1
Marketing,Judge,4.695625312288997,4,2,2,0,4,0,4,2,1,0,4,2,1,1
Psychology,Mechanical Engineer,3.9555907526836895,7,1,2,1,7,0,1,1,0,0,4,1,2,1
Music,Software Developer,4.578350236183754,2,2,3,1,5,1,0,2,4,0,0,0,4,0
Art,Interior Designer,3.284032083541533,4,1,0,1,0,0,2,0,4,2,0,4,3,0
Business,Doctor,3.457889740626489,0,2,4,0,7,0,2,4,4,4,3,0,1,1
Medicine,Financial Analyst,4.145470152368733,9,2,3,0,1,1,1,1,2,4,2,0,0,1
Architecture,Aerospace Engineer,4.989694332175217,9,1,3,1,4,0,1,1,3,4,3,1,4,1
Finance,Chemical Engineer,4.287265740593622,9,1,1,1,6,1,0,0,3,3,4,3,2,0
Finance,Civil Engineer,3.7644730956516828,0,0,1,0,4,1,3,0,3,2,2,4,3,1
Chemistry,Biomedical Engineer,3.5948448175327097,3,2,3,1,6,0,0,4,2,3,2,2,4,0
Biology,Animator,3.887240268598484,4,1,0,0,1,0,0,0,2,2,1,0,2,1
Education,Credit Analyst,4.973407013284396,5,0,3,1,3,1,3,3,1,3,2,2,1,0
Computer Science,Physician Assistant,3.01831354971388,5,0,1,1,9,0,1,2,2,1,0,2,3,0
Music,Composer,3.054456988360804,5,0,1,1,3,1,2,1,1,1,4,3,3,1
Engineering,Entrepreneur,3.6676349650310955,9,2,1,1,6,1,2,3,1,1,3,4,0,1
Architecture,Dentist,2.6977892782222854,6,2,3,0,8,1,4,0,1,1,0,1,0,0
Chemistry,School Counselor,4.495426630655409,6,1,0,0,9,0,3,2,0,3,3,1,4,1
Finance,Physicist,2.964643481883521,7,2,2,1,9,0,2,3,2,3,3,3,3,1
Psychology,Data Scientist,3.4102717499735835,1,0,2,0,0,0,3,4,3,3,0,1,0,1
Physics,Psychologist,3.1529039416134834,5,2,3,1,9,0,3,1,3,0,1,3,2,0
Biology,Musician,2.586443636187632,9,2,3,1,1,1,0,3,2,0,4,3,2,1
Psychology,Analytical Chemist,4.112264263210518,4,2,3,0,5,0,0,0,2,1,2,4,2,0
Biology,Digital Marketing Specialist,3.475354387374594,2,1,1,1,7,0,4,4,4,1,2,1,2,0
Music,Physicist,4.906672238638965,8,1,2,1,5,1,0,0,2,0,4,1,2,0
Architecture,AI Researcher,3.3182842695119747,9,1,3,1,9,1,3,4,4,3,1,1,4,1
Medicine,Teacher,4.673833099842297,4,2,2,1,7,0,1,1,4,1,0,4,4,0
Biology,Music Therapist,3.307421856765343,0,2,4,0,7,0,4,2,2,2,3,3,2,1
Medicine,Illustrator,4.964945970150843,5,1,2,1,0,1,2,0,4,4,0,3,1,0
Music,Dentist,3.731305671055015,0,2,0,0,8,1,3,0,4,0,0,4,2,1
Finance,Architect,4.59086011388635,0,1,3,1,0,0,2,1,4,0,1,4,1,0
Physics,Digital Marketing Specialist,4.016211713656024,1,2,3,0,5,1,2,0,2,3,3,0,1,1
Engineering,Psychologist,4.991004060214154,0,0,4,1,7,1,1,1,4,1,3,2,3,1
Biology,Legal Consultant,3.0234200394827484,5,2,0,0,5,0,3,4,1,3,1,3,3,1
Engineering,Risk Analyst,3.1054211114327877,0,1,4,0,0,1,3,1,2,3,0,0,3,1
Biology,Legal Secretary,3.7378166513282594,7,2,0,0,6,1,4,3,4,2,0,1,3,1
Psychology,Brand Manager,3.763720177281932,3,2,3,0,8,1,0,0,4,2,0,0,2,1
Education,Investment Banker,3.7497331341258424,9,0,0,0,7,0,4,4,4,4,1,0,3,0
Marketing,Digital Marketing Specialist,2.8109224931145764,5,0,0,1,7,0,0,0,0,3,0,2,1,0
Business,Paralegal,2.52119332216928,6,2,3,0,0,1,0,3,1,2,2,1,3,0
Medicine,Ecologist,3.7292587462813844,7,0,4,0,3,0,0,3,3,4,1,2,4,0
Physics,Graphic Designer,2.6318107523714698,0,0,1,0,3,1,0,3,2,1,3,4,4,1
Psychology,Forensic Psychologist,3.90083429838357,8,0,3,1,7,1,1,2,0,2,3,3,0,0
Music,Advertising Manager,3.0451319376376764,7,2,0,0,6,1,4,4,0,2,0,0,4,1
Finance,Musician,3.9598294083720216,0,0,3,1,1,0,3,3,1,1,1,4,1,1
Law,Web Developer,3.742493616990237,6,1,4,1,3,1,4,0,4,3,0,3,2,0
Architecture,Education Administrator,4.69762372610807,8,1,1,0,6,0,4,2,2,2,0,2,2,0
Engineering,Paralegal,4.989461713988794,2,0,1,1,0,1,4,1,2,1,2,0,2,0
Medicine,Acoustics Specialist,4.372028314892339,9,0,4,0,8,1,3,0,2,4,2,1,2,1
Architecture,Chemical Engineer,2.9486298191466935,0,2,2,1,9,0,0,4,0,1,0,3,3,0
Architecture,Credit Analyst,2.991737353992792,1,2,0,1,0,0,2,2,3,0,1,2,2,0
Computer Science,Investment Banker,3.594194849455681,0,2,3,1,8,1,4,3,0,1,0,0,0,0
Medicine,Cybersecurity Analyst,3.257394945799904,8,0,0,1,6,0,4,3,1,3,4,2,0,0
Education,Special Education Teacher,2.8437699105233207,1,0,3,1,0,0,3,1,4,0,2,4,3,1
Education,Digital Marketing Specialist,4.0674261273220935,9,1,0,1,0,0,1,0,4,2,0,4,4,0
Finance,Human Resources Specialist,4.973033194065625,7,0,3,0,4,0,0,2,4,1,0,4,4,0
Medicine,Legal Secretary,3.8782746764824454,1,0,1,1,2,1,4,3,4,2,2,0,4,1
Music,Judge,2.5491909654772678,8,1,4,1,0,0,3,3,2,3,4,2,0,0
Biology,Market Research Analyst,4.203274296801133,0,2,1,1,9,1,1,4,1,2,4,3,3,1
Architecture,Special Education Teacher,4.100424781001353,3,2,1,0,8,0,3,4,4,4,1,2,3,0
Medicine,Ecologist,3.423521369861997,0,2,2,0,7,1,0,2,0,0,0,0,2,1
Music,Nurse,2.7316056588459086,7,1,1,1,5,0,2,3,4,2,3,1,4,1
Education,Conductor,3.8105474506010064,8,1,3,1,3,1,4,3,0,3,1,2,1,1
Psychology,Marketing Manager,2.977883706472654,5,1,4,1,3,1,2,4,4,3,0,4,0,1
Chemistry,Biologist,4.595496777247114,6,2,0,0,1,0,3,2,4,1,1,3,2,0
Music,Sound Engineer,3.6732860304094466,0,2,1,0,9,0,1,3,1,4,3,2,4,1
Music,Biologist,3.985100348055428,8,1,3,1,5,0,1,3,0,0,0,1,3,1
Law,Composer,2.9573256070692477,6,0,0,0,0,0,1,1,4,3,3,1,0,0
Engineering,Entrepreneur,4.354508115901249,4,1,2,0,1,0,1,0,2,4,4,2,0,1
Music,Music Therapist,4.043280257855933,3,2,3,0,3,0,1,3,2,4,0,4,3,1
Education,Manager,2.770268118370485,4,0,3,0,6,1,3,1,3,3,1,2,1,0
Business,Brand Manager,3.9514305018605222,3,1,0,1,4,0,2,3,1,2,4,3,1,1
Biology,Manager,4.206011378414323,4,1,4,0,9,0,4,3,1,0,3,1,2,1
Chemistry,Clinical Psychologist,3.6360070009742484,9,0,4,0,0,0,1,3,4,4,4,4,3,1
Education,Pharmacist,2.6203097399886572,3,2,0,0,5,1,3,2,4,0,2,0,2,0
Music,Physical Chemist,3.7709384385978915,4,1,0,0,1,0,3,2,1,4,0,1,1,0
Art,Web Developer,3.8698566634250455,1,2,2,0,6,1,4,2,3,3,3,4,1,0
Chemistry,Nuclear Physicist,4.530645824580938,0,0,0,0,3,1,0,3,0,3,1,4,0,0
Architecture,Pharmacist,2.7339786001941797,4,2,3,1,5,1,2,3,2,3,2,2,4,0
Psychology,Judge,4.09589367867884,7,0,1,0,4,1,2,4,4,1,2,4,3,0
Art,Electrical Engineer,4.879308270243303,5,0,2,1,8,0,4,2,2,1,4,1,2,0
Architecture,Financial Analyst,4.678210521787442,8,2,1,1,6,1,4,3,1,3,4,3,3,0
Medicine,Construction Manager,3.777415212769204,9,0,1,1,9,1,2,3,3,4,4,4,2,1
Finance,Biomedical Engineer,2.619965657204572,3,2,0,1,1,1,0,3,1,4,1,0,2,1
Architecture,Chemical Engineer,3.1062619933194746,6,0,3,0,4,0,4,3,1,1,0,2,4,1
Psychology,Entrepreneur,3.7034107320973453,3,2,3,1,3,0,0,0,3,2,3,1,0,1
Computer Science,Market Research Analyst,4.45678638784435,9,1,3,0,1,0,1,3,3,3,4,2,1,1
Engineering,Architect,3.386612341634514,1,1,4,1,3,1,1,0,1,4,1,2,0,0
Physics,Special Education Teacher,3.174976801156145,2,0,2,0,7,1,2,0,4,2,3,3,0,1
Education,Industrial-Organizational Psychologist,4.729066673268039,6,0,3,0,8,1,4,3,4,4,3,2,2,0
Business,Cybersecurity Analyst,4.170469629363114,7,2,3,0,3,1,4,2,0,4,1,0,3,0
Business,Teacher,2.989705047255093,3,1,3,0,1,1,1,4,2,4,0,0,4,1
Psychology,Aerospace Engineer,3.6676851546626077,7,1,4,1,8,0,0,3,3,4,0,2,2,0
Law,School Psychologist,4.755858160323944,0,2,4,1,5,1,4,3,3,2,4,2,3,1
Engineering,Financial Analyst,4.983848135872612,1,2,4,0,5,0,0,1,2,4,3,4,0,0
Engineering,Human Resources Specialist,2.8991748250353355,1,2,0,0,6,1,0,3,3,1,0,3,3,0
Law,School Psychologist,4.722621417592396,7,1,3,1,9,0,0,0,2,3,0,3,3,1
Business,Psychologist,3.5949424050787746,8,1,2,0,8,0,0,0,2,2,0,3,2,0
Music,Construction Manager,3.842084743216347,0,2,0,1,2,1,1,3,1,0,2,3,3,0
Music,Electrical Engineer,3.3308766511863963,3,2,3,0,4,0,1,1,0,1,2,4,0,0
Education,Education Administrator,3.558810765762391,4,2,0,1,2,0,3,0,4,1,0,0,2,0
Chemistry,Analytical Chemist,4.427229660677368,9,0,3,0,8,0,2,0,4,2,0,1,0,1
Computer Science,AI Researcher,3.451905150345362,8,2,4,0,2,1,1,1,2,1,4,1,3,1
Music,Physicist,4.316468283771305,6,0,0,0,4,1,4,3,3,0,3,0,1,0
Engineering,Urban Planner,3.946512333564581,4,0,1,1,3,1,2,1,0,0,1,4,0,1
Biology,Doctor,3.738218269397783,6,1,0,1,6,0,3,2,2,0,1,2,1,0
Architecture,Financial Controller,2.964601838448427,1,1,3,0,0,1,2,2,2,4,1,1,3,1
Chemistry,Zoologist,3.186656297631006,0,2,2,0,2,1,1,4,3,3,2,3,0,0
Business,Acoustics Specialist,3.8239640423205588,3,1,4,1,8,0,0,3,3,0,0,4,1,1
Finance,Dentist,3.112462052236884,3,2,1,1,3,1,2,2,4,2,0,4,3,0
Law,Clinical Psychologist,3.7912440121514956,0,1,1,1,9,1,4,2,3,0,0,0,3,1
Architecture,Art Therapist,3.6757404089026755,9,2,4,0,2,0,0,4,2,2,0,3,1,1
Medicine,Organic Chemist,2.8357865591819347,4,2,3,1,8,0,0,0,3,0,1,2,4,1
Law,Graphic Designer,2.8769272010919154,3,1,3,0,0,1,0,2,0,3,0,0,4,1
Computer Science,Nurse,3.5848722465860465,1,1,4,1,4,1,0,2,4,3,4,3,4,1
Business,AI Researcher,4.210981204169502,7,0,2,0,4,0,4,0,2,1,0,1,3,0
Music,Biologist,4.86998141561401,3,2,0,1,5,0,4,0,0,0,0,4,3,1
Architecture,Risk Analyst,4.821776900502753,4,0,0,1,8,1,2,4,2,0,0,2,4,1
Finance,Judge,4.556017842413667,3,1,1,1,7,1,1,3,1,2,4,2,0,1
Finance,Marketing Manager,3.676650893887704,7,2,3,1,8,0,4,2,3,4,3,1,1,0
Law,Physical Chemist,4.424788113513467,0,0,1,1,3,0,3,2,1,0,1,2,0,1
Music,Counselor,2.861502054617953,8,0,0,1,2,1,2,2,2,3,0,1,1,0
Computer Science,Physician Assistant,3.981998818113134,1,2,1,1,4,1,1,0,4,2,2,2,2,1
Education,Biologist,3.513441349692001,3,1,3,0,4,1,3,0,1,3,4,1,3,0
Marketing,Industrial-Organizational Psychologist,4.204041317655255,7,2,1,0,8,1,3,0,1,1,3,1,0,0
Art,Software Developer,2.80517949216687,7,0,3,0,7,0,4,1,3,1,2,0,0,1
Chemistry,Electrical Engineer,3.5574103380453748,2,1,2,0,0,0,4,4,0,0,1,1,0,0
Chemistry,Mechanical Engineer,4.294704227100094,9,1,3,0,0,1,2,0,4,4,1,3,0,1
Law,AI Researcher,2.5327031625738803,3,0,3,1,9,0,3,3,3,1,4,1,0,1
Finance,Social Media Manager,2.8508752285858154,8,1,0,0,7,1,0,0,4,0,3,4,4,1
Engineering,Landscape Architect,2.6223893628387582,9,0,3,1,2,0,4,1,4,3,4,4,0,1
Art,Special Education Teacher,2.5631149607363772,1,1,2,1,1,0,2,0,0,2,2,2,3,1
Computer Science,Counselor,4.053285719414198,3,1,1,0,3,1,0,4,1,2,4,1,4,0
Architecture,Composer,2.7660795725434055,4,2,0,0,6,0,0,2,0,2,4,4,0,0
Business,School Psychologist,3.7205629370551003,4,1,0,1,5,1,4,1,4,4,0,4,3,1
Chemistry,Zoologist,4.423366483414892,4,2,0,1,1,0,0,0,0,0,4,0,1,0
Marketing,Credit Analyst,4.502780640278038,6,1,4,0,1,0,1,1,0,2,1,1,3,0
Music,Geneticist,4.836418786935649,1,2,3,1,4,0,1,1,2,2,0,0,1,0
Biology,Urban Planner,2.5151179917225273,8,1,3,0,9,0,3,1,3,2,0,0,3,0
Medicine,Industrial-Organizational Psychologist,2.554074224440204,1,1,3,1,3,0,2,4,4,3,3,2,1,1
Computer Science,Physician Assistant,4.245862295657437,1,2,4,1,5,0,0,2,4,1,1,3,3,0
Finance,Judge,4.866482836944779,8,2,3,1,9,1,2,2,1,3,1,4,4,1
Medicine,Industrial-Organizational Psychologist,3.5061522679523645,7,1,3,1,6,0,4,1,1,2,3,1,1,1
Chemistry,Entrepreneur,3.300943726008631,8,2,3,0,6,0,2,0,2,2,2,0,2,0
Medicine,Landscape Architect,4.053205517839612,8,2,2,1,9,0,4,3,4,0,3,1,3,0
Physics,Inorganic Chemist,4.802182100295582,7,0,4,0,8,0,3,0,4,4,0,4,3,0
Education,Graphic Designer,3.9317781869054524,3,1,1,0,8,1,3,1,2,2,4,4,1,1
Education,School Counselor,2.8763142068459833,4,1,3,0,8,0,2,4,2,1,2,0,2,0
Architecture,Cybersecurity Analyst,3.905836951674198,0,0,4,1,2,1,0,0,4,1,2,2,4,0
Art,School Counselor,4.784521456353767,3,1,1,1,3,0,1,4,4,4,2,0,4,0
Education,Social Media Manager,4.050123384582957,2,2,0,0,7,0,4,3,0,2,4,4,3,1
Biology,Brand Manager,2.7910254649487984,2,0,0,1,3,1,2,3,2,1,1,0,4,1
Finance,Dentist,4.912964167403755,8,2,4,0,0,1,0,4,0,2,3,2,1,0
Biology,Financial Analyst,4.175904114963241,4,0,2,0,8,0,0,0,3,4,1,4,3,0
Medicine,Risk Analyst,4.196537414888087,5,2,1,0,8,1,2,0,3,2,4,4,2,1
Biology,Accountant,4.629321978258657,2,0,0,1,3,0,2,2,2,4,2,1,0,1
Architecture,Special Education Teacher,3.086573705326807,5,2,4,0,3,0,3,0,3,1,1,3,4,1
Medicine,Inorganic Chemist,2.6286856520792288,3,0,3,0,4,0,1,3,1,4,1,1,1,1
Art,Biotechnologist,3.240976453010461,0,2,0,0,9,0,1,4,1,2,4,3,0,0
Music,Market Research Analyst,3.636251605998875,3,0,2,0,4,0,4,3,0,2,0,1,4,0
Music,Social Media Manager,3.9339907576973,8,0,2,1,7,1,1,0,4,3,1,2,3,0
Biology,Art Director,2.6339012936863657,3,2,2,0,3,1,2,2,2,2,4,4,0,0
Law,Human Resources Specialist,4.9607903434964555,6,0,2,0,7,0,4,2,2,2,3,0,1,1
Chemistry,Financial Advisor,4.748608889122586,9,2,2,1,7,1,3,0,4,0,1,3,3,0
Education,Electrical Engineer,2.821056800466672,9,2,0,1,1,1,1,2,0,0,3,4,2,0
Education,Investment Banker,3.386366086322661,4,2,1,0,2,0,2,2,3,1,1,3,2,0
Physics,Music Teacher,2.584353235526571,0,2,4,1,4,1,1,0,4,1,4,0,3,0
Biology,Physical Chemist,3.1271105985551126,8,2,1,0,3,1,4,0,4,0,4,3,3,1
Biology,Risk Analyst,4.5644426219120895,0,1,4,0,4,1,1,1,0,4,0,0,4,0
Education,Investment Banker,4.220351756122299,9,0,1,1,3,0,4,2,4,1,4,1,3,0
Computer Science,Urban Planner,3.340118267595602,3,1,3,1,9,1,0,4,0,1,0,3,0,1
Computer Science,Aerospace Engineer,3.2007119263771475,3,1,4,1,6,1,3,2,4,2,3,1,2,0
Medicine,Marketing Specialist,3.5248391101869365,2,0,1,1,8,0,3,2,3,1,0,0,0,1
Biology,Market Research Analyst,4.182769085036258,0,2,1,0,6,1,2,3,1,1,4,2,3,1
Biology,Nurse,4.093504986197294,9,1,1,0,0,1,0,2,2,3,4,1,2,0
Engineering,Physician Assistant,3.1424906678931612,0,0,2,1,2,0,4,2,1,3,4,4,0,1
Music,Architect,3.8718510066023777,2,0,2,1,0,1,1,2,3,0,1,0,4,1
Physics,Analytical Chemist,4.597050306272982,6,1,3,1,9,1,4,3,2,1,4,1,3,1
